Year,State Name,Dist Name,BARLEY HARVEST PRICE (Rs per Quintal),FINGER MILLET HARVEST PRICE (Rs per Quintal),MAIZE HARVEST PRICE (Rs per Quintal),SORGHUM HARVEST PRICE (Rs per Quintal),PADDY HARVEST PRICE (Rs per Quintal),WHEAT HARVEST PRICE (Rs per Quintal)
1994,Uttar Pradesh,Bareilly,-1.0,-1.0,363.0,-1.0,-1.0,361.0
1995,Uttar Pradesh,Bareilly,-1.0,-1.0,434.0,317.0,376.0,-1.0
1996,Uttar Pradesh,Bareilly,-1.0,-1.0,398.0,430.0,430.0,516.0
1997,Uttar Pradesh,Bareilly,-1.0,-1.0,491.0,395.0,435.0,483.0
1998,Uttar Pradesh,Bareilly,-1.0,-1.0,-1.0,482.0,575.0,521.0
1999,Uttar Pradesh,Bareilly,-1.0,-1.0,577.0,373.0,578.0,592.0
2000,Uttar Pradesh,Bareilly,654.0,508.0,532.0,728.0,-1.0,656.0
2001,Uttar Pradesh,Bareilly,592.0,451.0,485.0,583.0,-1.0,658.0
2002,Uttar Pradesh,Bareilly,-1.0,-1.0,465.0,533.0,-1.0,-1.0
2003,Uttar Pradesh,Bareilly,664.0,-1.0,500.0,645.0,-1.0,-1.0
2004,Uttar Pradesh,Bareilly,-1.0,-1.0,482.0,645.0,-1.0,-1.0
2005,Uttar Pradesh,Bareilly,-1.0,-1.0,-1.0,-1.0,-1.0,619.0
2006,Uttar Pradesh,Bareilly,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2007,Uttar Pradesh,Bareilly,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2008,Uttar Pradesh,Bareilly,1034.0,-1.0,-1.0,-1.0,-1.0,-1.0
2009,Uttar Pradesh,Bareilly,894.0,-1.0,-1.0,-1.0,-1.0,-1.0
2010,Uttar Pradesh,Bareilly,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2011,Uttar Pradesh,Bareilly,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2012,Uttar Pradesh,Bareilly,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1966,Uttar Pradesh,Budaun,-1.0,-1.0,61.1,67.6,-1.0,110.1
1967,Uttar Pradesh,Budaun,-1.0,-1.0,79.4,82.4,-1.0,71.7
1968,Uttar Pradesh,Budaun,-1.0,-1.0,48.7,49.9,-1.0,77.4
1969,Uttar Pradesh,Budaun,-1.0,-1.0,50.5,55.8,-1.0,76.3
1970,Uttar Pradesh,Budaun,-1.0,-1.0,46.6,45.7,-1.0,69.8
1971,Uttar Pradesh,Budaun,-1.0,-1.0,48.7,53.5,-1.0,70.9
1972,Uttar Pradesh,Budaun,-1.0,-1.0,66.1,61.6,-1.0,-1.0
1973,Uttar Pradesh,Budaun,-1.0,-1.0,73.2,-1.0,-1.0,-1.0
1974,Uttar Pradesh,Budaun,-1.0,-1.0,129.1,142.4,-1.0,-1.0
1975,Uttar Pradesh,Budaun,52.1,-1.0,65.6,76.1,-1.0,96.5
1976,Uttar Pradesh,Budaun,72.1,-1.0,63.6,72.1,-1.0,102.7
1977,Uttar Pradesh,Budaun,71.3,-1.0,97.0,106.0,-1.0,103.6
1978,Uttar Pradesh,Budaun,72.1,-1.0,102.8,87.1,-1.0,100.6
1979,Uttar Pradesh,Budaun,94.8,-1.0,99.5,110.1,-1.0,113.3
1980,Uttar Pradesh,Budaun,106.1,-1.0,107.3,107.4,-1.0,124.0
1981,Uttar Pradesh,Budaun,99.8,-1.0,114.8,113.1,111.4,133.6
1982,Uttar Pradesh,Budaun,121.1,-1.0,132.5,113.5,117.9,152.1
1983,Uttar Pradesh,Budaun,107.3,-1.0,-1.0,-1.0,-1.0,136.5
1984,Uttar Pradesh,Budaun,115.9,-1.0,99.1,96.0,115.4,146.8
1985,Uttar Pradesh,Budaun,121.4,-1.0,140.8,121.5,133.1,153.6
1986,Uttar Pradesh,Budaun,122.2,-1.0,150.4,125.5,147.9,161.1
1987,Uttar Pradesh,Budaun,161.8,-1.0,189.7,169.4,192.6,173.3
1988,Uttar Pradesh,Budaun,149.0,-1.0,204.6,143.3,180.2,178.1
1989,Uttar Pradesh,Budaun,165.0,-1.0,169.5,145.0,192.1,199.8
1990,Uttar Pradesh,Budaun,195.0,-1.0,176.0,148.0,212.0,238.0
1991,Uttar Pradesh,Budaun,232.0,-1.0,301.0,289.0,284.0,281.0
1992,Uttar Pradesh,Budaun,214.0,-1.0,258.0,175.0,252.0,328.0
1993,Uttar Pradesh,Budaun,300.0,-1.0,267.0,280.0,289.0,349.0
1994,Uttar Pradesh,Budaun,-1.0,-1.0,344.0,335.0,346.0,-1.0
1995,Uttar Pradesh,Budaun,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1996,Uttar Pradesh,Budaun,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1997,Uttar Pradesh,Budaun,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1998,Uttar Pradesh,Budaun,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1999,Uttar Pradesh,Budaun,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2000,Uttar Pradesh,Budaun,518.0,-1.0,523.0,585.0,-1.0,624.0
2001,Uttar Pradesh,Budaun,468.0,-1.0,477.0,468.0,-1.0,626.0
2002,Uttar Pradesh,Budaun,-1.0,-1.0,457.0,428.0,-1.0,-1.0
2003,Uttar Pradesh,Budaun,664.0,-1.0,491.0,518.0,-1.0,-1.0
2004,Uttar Pradesh,Budaun,-1.0,-1.0,474.0,518.0,-1.0,-1.0
2005,Uttar Pradesh,Budaun,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2006,Uttar Pradesh,Budaun,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2007,Uttar Pradesh,Budaun,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2008,Uttar Pradesh,Budaun,1034.0,-1.0,611.0,-1.0,869.0,-1.0
2009,Uttar Pradesh,Budaun,894.0,-1.0,781.0,-1.0,759.0,931.0
2010,Uttar Pradesh,Budaun,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2011,Uttar Pradesh,Budaun,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2012,Uttar Pradesh,Budaun,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1966,Uttar Pradesh,Moradabad,-1.0,-1.0,-1.0,-1.0,-1.0,111.9
1967,Uttar Pradesh,Moradabad,-1.0,-1.0,-1.0,-1.0,-1.0,72.9
1968,Uttar Pradesh,Moradabad,-1.0,-1.0,-1.0,-1.0,-1.0,80.6
1969,Uttar Pradesh,Moradabad,-1.0,-1.0,-1.0,-1.0,-1.0,82.5
1970,Uttar Pradesh,Moradabad,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1971,Uttar Pradesh,Moradabad,-1.0,-1.0,-1.0,-1.0,-1.0,69.7
1972,Uttar Pradesh,Moradabad,-1.0,-1.0,-1.0,-1.0,-1.0,76.8
1973,Uttar Pradesh,Moradabad,102.5,-1.0,74.4,-1.0,-1.0,136.4
1974,Uttar Pradesh,Moradabad,115.2,-1.0,140.1,136.3,102.0,120.8
1975,Uttar Pradesh,Moradabad,58.4,-1.0,67.3,64.7,68.8,91.8
1976,Uttar Pradesh,Moradabad,79.0,-1.0,59.0,76.9,67.7,103.4
1977,Uttar Pradesh,Moradabad,84.5,-1.0,99.4,99.9,77.3,105.3
1978,Uttar Pradesh,Moradabad,77.6,-1.0,85.6,98.0,80.4,105.9
1979,Uttar Pradesh,Moradabad,-1.0,-1.0,107.0,104.3,104.6,-1.0
1980,Uttar Pradesh,Moradabad,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1981,Uttar Pradesh,Moradabad,150.0,-1.0,-1.0,-1.0,-1.0,-1.0
1982,Uttar Pradesh,Moradabad,-1.0,-1.0,142.7,133.8,134.9,-1.0
1983,Uttar Pradesh,Moradabad,103.1,-1.0,-1.0,-1.0,-1.0,144.8
1984,Uttar Pradesh,Moradabad,123.6,-1.0,122.9,114.1,130.1,155.4
1985,Uttar Pradesh,Moradabad,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1986,Uttar Pradesh,Moradabad,-1.0,-1.0,159.4,156.2,154.1,-1.0
1987,Uttar Pradesh,Moradabad,-1.0,-1.0,179.4,157.7,158.4,-1.0
1988,Uttar Pradesh,Moradabad,191.6,-1.0,-1.0,-1.0,-1.0,199.3
1989,Uttar Pradesh,Moradabad,135.3,-1.0,-1.0,-1.0,-1.0,200.1
1990,Uttar Pradesh,Moradabad,194.0,-1.0,166.0,177.0,202.0,247.0
1991,Uttar Pradesh,Moradabad,-1.0,-1.0,248.0,240.0,270.0,301.0
1992,Uttar Pradesh,Moradabad,-1.0,-1.0,-1.0,250.0,291.0,319.0
1993,Uttar Pradesh,Moradabad,-1.0,-1.0,283.0,248.0,260.0,-1.0
1994,Uttar Pradesh,Moradabad,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1995,Uttar Pradesh,Moradabad,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1996,Uttar Pradesh,Moradabad,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1997,Uttar Pradesh,Moradabad,-1.0,-1.0,378.0,283.0,397.0,488.0
1998,Uttar Pradesh,Moradabad,-1.0,-1.0,428.0,364.0,461.0,548.0
1999,Uttar Pradesh,Moradabad,-1.0,-1.0,-1.0,-1.0,-1.0,543.0
2000,Uttar Pradesh,Moradabad,654.0,-1.0,-1.0,-1.0,-1.0,-1.0
2001,Uttar Pradesh,Moradabad,592.0,-1.0,-1.0,-1.0,-1.0,-1.0
2002,Uttar Pradesh,Moradabad,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2003,Uttar Pradesh,Moradabad,664.0,-1.0,-1.0,-1.0,-1.0,-1.0
2004,Uttar Pradesh,Moradabad,-1.0,-1.0,-1.0,706.0,-1.0,663.0
2006,Uttar Pradesh,Moradabad,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2007,Uttar Pradesh,Moradabad,-1.0,-1.0,-1.0,-1.0,796.0,-1.0
2008,Uttar Pradesh,Moradabad,1034.0,-1.0,-1.0,-1.0,761.0,1023.0
2009,Uttar Pradesh,Moradabad,894.0,-1.0,-1.0,-1.0,884.0,-1.0
2010,Uttar Pradesh,Moradabad,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2011,Uttar Pradesh,Moradabad,-1.0,-1.0,-1.0,-1.0,1013.0,1095.0
2012,Uttar Pradesh,Moradabad,-1.0,-1.0,-1.0,-1.0,-1.0,1095.0
2013,Uttar Pradesh,Moradabad,-1.0,-1.0,-1.0,-1.0,1139.0,-1.0
2014,Uttar Pradesh,Moradabad,-1.0,-1.0,-1.0,-1.0,1055.0,-1.0
2015,Uttar Pradesh,Moradabad,-1.0,-1.0,-1.0,-1.0,1266.0,1505.0
2016,Uttar Pradesh,Moradabad,-1.0,-1.0,-1.0,-1.0,1600.0,-1.0
1966,Uttar Pradesh,Shahjahanpur,-1.0,-1.0,-1.0,68.5,-1.0,110.0
1967,Uttar Pradesh,Shahjahanpur,-1.0,-1.0,-1.0,73.7,-1.0,73.9
1968,Uttar Pradesh,Shahjahanpur,-1.0,-1.0,-1.0,45.9,-1.0,74.6
1969,Uttar Pradesh,Shahjahanpur,-1.0,-1.0,-1.0,54.0,-1.0,-1.0
1970,Uttar Pradesh,Shahjahanpur,-1.0,-1.0,-1.0,47.5,-1.0,-1.0
1971,Uttar Pradesh,Shahjahanpur,-1.0,-1.0,-1.0,-1.0,-1.0,75.2
1972,Uttar Pradesh,Shahjahanpur,-1.0,-1.0,-1.0,68.4,-1.0,77.4
1973,Uttar Pradesh,Shahjahanpur,-1.0,-1.0,-1.0,70.8,-1.0,123.6
1974,Uttar Pradesh,Shahjahanpur,-1.0,-1.0,-1.0,110.0,80.8,155.7
1975,Uttar Pradesh,Shahjahanpur,-1.0,-1.0,-1.0,-1.0,-1.0,92.1
1976,Uttar Pradesh,Shahjahanpur,-1.0,-1.0,-1.0,70.7,66.6,107.7
1977,Uttar Pradesh,Shahjahanpur,-1.0,-1.0,-1.0,94.4,72.5,110.2
1978,Uttar Pradesh,Shahjahanpur,60.3,-1.0,-1.0,88.4,75.3,101.1
1979,Uttar Pradesh,Shahjahanpur,-1.0,-1.0,-1.0,105.8,103.4,113.9
1980,Uttar Pradesh,Shahjahanpur,100.2,-1.0,-1.0,111.1,98.1,123.0
1981,Uttar Pradesh,Shahjahanpur,91.1,-1.0,120.5,106.2,107.5,130.0
1982,Uttar Pradesh,Shahjahanpur,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1983,Uttar Pradesh,Shahjahanpur,103.2,-1.0,-1.0,-1.0,-1.0,134.1
1984,Uttar Pradesh,Shahjahanpur,115.5,-1.0,100.0,111.2,122.2,141.0
1985,Uttar Pradesh,Shahjahanpur,115.0,-1.0,127.2,111.9,123.2,151.6
1986,Uttar Pradesh,Shahjahanpur,115.7,-1.0,139.8,127.4,145.4,153.1
1987,Uttar Pradesh,Shahjahanpur,144.7,-1.0,151.6,167.1,170.3,185.5
1988,Uttar Pradesh,Shahjahanpur,151.3,-1.0,178.8,149.0,156.1,184.1
1989,Uttar Pradesh,Shahjahanpur,165.6,-1.0,165.9,-1.0,160.0,189.8
1990,Uttar Pradesh,Shahjahanpur,205.0,-1.0,-1.0,154.0,197.0,227.0
1991,Uttar Pradesh,Shahjahanpur,-1.0,-1.0,-1.0,-1.0,244.0,-1.0
1992,Uttar Pradesh,Shahjahanpur,-1.0,-1.0,-1.0,243.0,254.0,-1.0
1993,Uttar Pradesh,Shahjahanpur,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1994,Uttar Pradesh,Shahjahanpur,303.0,-1.0,-1.0,303.0,326.0,358.0
1995,Uttar Pradesh,Shahjahanpur,311.0,-1.0,-1.0,321.0,344.0,375.0
1996,Uttar Pradesh,Shahjahanpur,399.0,-1.0,-1.0,337.0,366.0,480.0
1997,Uttar Pradesh,Shahjahanpur,410.0,-1.0,-1.0,318.0,379.0,486.0
1998,Uttar Pradesh,Shahjahanpur,435.0,-1.0,-1.0,482.0,414.0,527.0
1999,Uttar Pradesh,Shahjahanpur,503.0,-1.0,-1.0,389.0,451.0,564.0
2000,Uttar Pradesh,Shahjahanpur,542.0,508.0,487.0,571.0,783.0,610.0
2001,Uttar Pradesh,Shahjahanpur,490.0,451.0,444.0,457.0,754.0,612.0
2002,Uttar Pradesh,Shahjahanpur,-1.0,-1.0,426.0,417.0,752.0,-1.0
2003,Uttar Pradesh,Shahjahanpur,664.0,-1.0,458.0,505.0,749.0,-1.0
2004,Uttar Pradesh,Shahjahanpur,-1.0,-1.0,-1.0,-1.0,765.0,601.0
2006,Uttar Pradesh,Shahjahanpur,-1.0,-1.0,-1.0,593.0,637.0,852.0
2007,Uttar Pradesh,Shahjahanpur,-1.0,-1.0,-1.0,920.0,667.0,-1.0
2008,Uttar Pradesh,Shahjahanpur,1034.0,-1.0,-1.0,-1.0,852.0,-1.0
2009,Uttar Pradesh,Shahjahanpur,894.0,-1.0,-1.0,-1.0,-1.0,955.0
2010,Uttar Pradesh,Shahjahanpur,-1.0,-1.0,2436.0,1529.0,989.0,-1.0
2011,Uttar Pradesh,Shahjahanpur,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2012,Uttar Pradesh,Shahjahanpur,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1966,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,57.1,-1.0
1967,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,59.3,-1.0
1968,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,48.8,-1.0
1969,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,53.7,50.9,-1.0
1970,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1971,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,46.5,-1.0
1972,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,59.2,-1.0
1973,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,66.5,-1.0
1974,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,129.0,85.0,-1.0
1975,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,95.6,72.4,-1.0
1976,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,67.3,-1.0
1977,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,105.5,78.8,-1.0
1978,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,98.7,85.9,-1.0
1979,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,106.4,106.1,-1.0
1980,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,106.4,94.0,-1.0
1981,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,110.3,134.7
1982,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,109.3,147.9
1983,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,127.3,142.1
1984,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,122.7,144.2
1985,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,120.4,155.7
1986,Uttar Pradesh,Pilibhit,104.2,-1.0,-1.0,-1.0,139.0,157.3
1987,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,154.3,170.3
1988,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,163.5,188.2
1989,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,177.5,203.6
1990,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,187.0,233.0
1991,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,239.0,286.0
1992,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,-1.0,308.0
1993,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,-1.0,339.0
1994,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,312.0,351.0
1995,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,336.0,370.0
1996,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,380.0,521.0
1997,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,356.0,475.0
1998,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,426.0,-1.0
1999,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,426.0,-1.0
2000,Uttar Pradesh,Pilibhit,459.0,-1.0,-1.0,706.0,813.0,662.0
2001,Uttar Pradesh,Pilibhit,416.0,451.0,-1.0,565.0,783.0,665.0
2002,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,516.0,781.0,-1.0
2003,Uttar Pradesh,Pilibhit,664.0,-1.0,-1.0,625.0,778.0,-1.0
2004,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,625.0,794.0,-1.0
2006,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,601.0,872.0
2007,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2008,Uttar Pradesh,Pilibhit,1034.0,-1.0,-1.0,-1.0,834.0,-1.0
2009,Uttar Pradesh,Pilibhit,894.0,-1.0,-1.0,-1.0,862.0,-1.0
2010,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,-1.0,1050.0
2011,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2012,Uttar Pradesh,Pilibhit,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2013,Uttar Pradesh,Pilibhit,1478.0,-1.0,-1.0,-1.0,-1.0,1487.0
2014,Uttar Pradesh,Pilibhit,1427.0,-1.0,-1.0,-1.0,-1.0,-1.0
2016,Uttar Pradesh,Pilibhit,1560.0,-1.0,-1.0,-1.0,-1.0,1620.0
1966,Uttar Pradesh,Rampur,-1.0,-1.0,61.1,-1.0,-1.0,-1.0
1967,Uttar Pradesh,Rampur,-1.0,-1.0,80.5,-1.0,-1.0,-1.0
1968,Uttar Pradesh,Rampur,-1.0,-1.0,53.2,-1.0,-1.0,-1.0
1969,Uttar Pradesh,Rampur,-1.0,-1.0,62.1,-1.0,-1.0,-1.0
1970,Uttar Pradesh,Rampur,-1.0,-1.0,50.7,-1.0,52.0,-1.0
1971,Uttar Pradesh,Rampur,-1.0,-1.0,57.6,-1.0,-1.0,-1.0
1972,Uttar Pradesh,Rampur,-1.0,-1.0,65.7,-1.0,-1.0,-1.0
1973,Uttar Pradesh,Rampur,-1.0,-1.0,-1.0,-1.0,-1.0,136.2
1974,Uttar Pradesh,Rampur,-1.0,-1.0,138.7,-1.0,-1.0,-1.0
1975,Uttar Pradesh,Rampur,-1.0,-1.0,73.8,-1.0,-1.0,100.6
1976,Uttar Pradesh,Rampur,-1.0,-1.0,68.2,-1.0,-1.0,106.4
1977,Uttar Pradesh,Rampur,-1.0,-1.0,108.9,-1.0,-1.0,112.0
1978,Uttar Pradesh,Rampur,-1.0,-1.0,110.5,-1.0,-1.0,104.1
1979,Uttar Pradesh,Rampur,-1.0,-1.0,120.7,132.5,115.9,114.0
1980,Uttar Pradesh,Rampur,-1.0,-1.0,105.9,-1.0,-1.0,128.5
1981,Uttar Pradesh,Rampur,-1.0,-1.0,125.9,106.5,126.6,-1.0
1982,Uttar Pradesh,Rampur,-1.0,-1.0,147.1,143.3,136.8,-1.0
1983,Uttar Pradesh,Rampur,-1.0,-1.0,133.8,-1.0,141.3,147.8
1984,Uttar Pradesh,Rampur,-1.0,-1.0,-1.0,120.0,137.2,151.4
1985,Uttar Pradesh,Rampur,-1.0,-1.0,-1.0,-1.0,-1.0,171.9
1986,Uttar Pradesh,Rampur,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1987,Uttar Pradesh,Rampur,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1988,Uttar Pradesh,Rampur,-1.0,-1.0,243.4,251.7,195.6,209.8
1989,Uttar Pradesh,Rampur,-1.0,-1.0,261.6,211.9,250.3,208.1
1990,Uttar Pradesh,Rampur,-1.0,-1.0,290.0,226.0,229.0,269.0
1991,Uttar Pradesh,Rampur,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1992,Uttar Pradesh,Rampur,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1993,Uttar Pradesh,Rampur,-1.0,-1.0,365.0,-1.0,333.0,-1.0
1994,Uttar Pradesh,Rampur,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1995,Uttar Pradesh,Rampur,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1996,Uttar Pradesh,Rampur,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1997,Uttar Pradesh,Rampur,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1998,Uttar Pradesh,Rampur,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1999,Uttar Pradesh,Rampur,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2000,Uttar Pradesh,Rampur,654.0,-1.0,702.0,777.0,919.0,666.0
2001,Uttar Pradesh,Rampur,592.0,-1.0,640.0,621.0,885.0,668.0
2002,Uttar Pradesh,Rampur,-1.0,-1.0,614.0,568.0,883.0,-1.0
2003,Uttar Pradesh,Rampur,664.0,-1.0,660.0,687.0,879.0,-1.0
2004,Uttar Pradesh,Rampur,-1.0,-1.0,636.0,688.0,898.0,-1.0
2006,Uttar Pradesh,Rampur,-1.0,-1.0,-1.0,-1.0,685.0,929.0
2007,Uttar Pradesh,Rampur,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2008,Uttar Pradesh,Rampur,894.0,-1.0,878.0,849.0,941.0,1021.0
2009,Uttar Pradesh,Rampur,1034.0,-1.0,631.0,667.0,818.0,983.0
2010,Uttar Pradesh,Rampur,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2011,Uttar Pradesh,Rampur,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2012,Uttar Pradesh,Rampur,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1966,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,58.7,121.2
1967,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,62.0,81.9
1968,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,52.4,83.7
1969,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,48.3,-1.0
1970,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,58.6,-1.0
1971,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,49.7,73.5
1972,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,56.5,-1.0
1973,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,58.5,-1.0
1974,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,118.5,101.3
1975,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,68.3,107.9
1976,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,71.3,107.9
1977,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,77.1,116.0
1978,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,78.2,-1.0
1979,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,105.3,117.8
1980,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,95.9,131.1
1981,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,121.6,148.4
1982,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,127.2,154.9
1983,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,134.0,-1.0
1984,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,120.5,-1.0
1985,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1986,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1987,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,172.7,-1.0
1988,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,186.5,-1.0
1989,Uttar Pradesh,Bijnor,-1.0,-1.0,194.6,-1.0,205.0,209.5
1990,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,-1.0,276.0
1991,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1992,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,-1.0,323.0
1993,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,313.0,379.0
1994,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1995,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1996,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1997,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,461.0,-1.0
1998,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,461.0,-1.0
1999,Uttar Pradesh,Bijnor,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2000,Uttar Pradesh,Bijnor,654.0,-1.0,-1.0,-1.0,863.0,677.0
